7.779999967272888739e+01,4.275000002968999070e+03,5.432999994849280483e+03,8.381000141389478813e+03,6.003999991436299752e+03,6.819999920196164567e+02,2.699999985752450371e+01,5.519999851422091979e+02,5.380000156167445766e+02,1.789000007263460702e+03,1.239999998733638904e+02,2.359119775974249933e-05,2.359999996692370701e+02,1.249999995489342837e+02,2.755999906556998212e+03,7.110000008736648169e+02,2.267999993951345459e+03,4.193100020503559790e+04
1.149199997331304672e+02,4.370999999363759343e+03,6.546999961182233164e+03,3.931000019594557671e+03,1.709000048384690672e+03,3.850000001482625862e+02,1.800000002723962922e+01,5.077999878580591940e+03,8.999975824364810251e+00,1.139000017308451788e+03,8.699999935140080254e+01,2.359119775974249933e-05,1.820000004100549233e+02,1.089999999819543035e+02,5.999859802112951002e+00,8.959999986284199167e+02,2.286000000864117283e+03,2.451499994176656401e+04
6.507000059698026462e+01,4.040000014500003545e+03,1.119299991053243139e+04,4.954000012752539988e+03,3.110999969677493027e+03,4.089999988551447245e+02,2.199999998866739048e+01,7.379999934192336468e+02,1.299999774217574213e+02,1.387000000443987346e+03,1.389999992989648376e+02,2.359119775974249933e-05,1.880000000293891560e+02,1.049999999076921569e+02,1.999713271382461244e+00,9.080000036360676177e+02,9.109999637415276084e+02,1.175000000038799772e+04
9.380000004853926043e+01,4.262999997954715582e+03,1.208399993900097434e+04,4.668999974540548465e+03,2.775999988998779827e+03,3.509999997305545776e+02,2.400000004046206215e+01,2.839999914294069185e+02,6.309999901288063029e+02,1.427999999753222710e+03,1.960000020844595383e+02,2.359119775974249933e-05,2.659999977659083470e+02,1.389999995481129815e+02,1.028499993031363192e+04,7.979999993474533539e+02,8.199999952708883484e+02,3.628000009141918781e+03
2.500999758629191660e+01,3.749000016346943994e+03,6.225999975578008161e+03,3.009000141657874337e+03,3.533000039799273964e+03,3.400000000420304787e+02,2.199999998866739048e+01,9.999978769769768405e-01,5.549000093018631560e+03,1.066999992242984717e+03,1.010000002694055894e+02,2.359119775974249933e-05,1.840000002831663437e+02,1.069999999969709847e+02,1.999713271382461244e+00,9.319999985187000675e+02,4.845999905446952653e+03,2.580599974336041123e+04
1.878200006122019659e+02,4.189000001323110155e+03,1.111299989717635617e+04,5.984000006978098099e+03,7.133999975493406055e+03,3.730000007948215170e+02,2.099999998646365285e+01,8.530000092991137990e+02,1.060000352232545993e+02,1.540000000011296379e+03,1.700000008989186995e+02,2.359119775974249933e-05,1.950000000048375455e+02,1.089999999819543035e+02,3.000230922166338132e+00,8.669999978761018156e+02,2.079999777985999572e+02,9.490004712255777122e+02
1.201400002397418092e+02,4.227000003485750312e+03,1.158000002221037539e+04,6.264999997297970367e+03,4.141000002578750355e+03,4.019999981074915922e+02,2.199999998866739048e+01,4.553999911557970336e+03,1.399995433034519010e+01,1.388999997012207359e+03,1.430000005999023358e+02,2.359119775974249933e-05,2.200000006843457356e+02,1.209999997875586644e+02,1.185000239124000473e+03,8.869999986558498222e+02,1.645000018824218159e+03,1.226400000459385774e+04
2.150000008183043292e+02,4.571000010069303244e+03,1.104799991247340040e+04,7.777999991636309460e+03,7.567000023750146283e+03,3.990000016435689076e+02,1.900000002944337041e+01,6.068000175965235940e+03,6.999961737074045232e+00,1.288999992127369751e+03,1.230000001540089158e+02,2.359119775974249933e-05,2.149999992114512679e+02,1.239999991914083495e+02,4.999983508797413378e+00,9.589999984364102374e+02,5.819999202213807621e+02,4.077999979205598720e+03
7.010000018017778700e+01,4.386999999834442860e+03,6.670999919126898021e+03,8.356999927586659396e+03,6.369000081153154497e+03,2.939999994272719732e+02,2.600000004486954097e+01,2.772000012735317796e+03,1.520000189574627711e+02,1.689999996018684669e+03,1.389999992989648376e+02,2.359119775974249933e-05,3.050000006619287660e+02,1.569999993086672987e+02,3.110000047377306146e+03,7.139999983424110042e+02,4.143000021886117793e+03,3.349700090931880550e+04
9.245999984076178180e+01,3.947999989773091329e+03,1.436200003690755148e+04,8.084000069825973696e+03,7.191000058974488638e+03,3.490000001195174946e+02,2.000000003164710805e+01,3.650000008290371625e+02,1.132000002835855184e+03,1.246999999178072812e+03,1.289999996818975490e+02,2.359119775974249933e-05,2.280000001767914171e+02,1.280000006215121005e+02,1.568200009880189282e+04,8.079999997373273573e+02,3.909999830231565738e+02,2.518000121344675790e+03
