2.696167801989921564e-01,2.071731254578914466e-02,1.618644583158550254e-01,4.178738040933888120e-02,1.201275343745751012e-01,1.474320877329321211e-01,6.354469634641693454e-02,8.528085257189816915e-01,6.305223116349043533e-01,1.275019454779628136e-01,5.434234034281242715e-02,1.415846171536429785e+07,4.771218017826468066e-02,6.226983236964522828e-02,8.741319778220489889e-01,4.802986967072246649e-02,2.033709118323326903e-01,6.689414754400938024e-02
4.885281555919775490e-03,4.280976443857278935e-02,1.086072510720827305e-01,4.716870276429488418e-02,3.301152220969038042e-01,1.497463780447537071e-02,6.862028905744672891e-02,9.648570161756869767e-02,4.580817993821160172e+01,1.180997864618548027e-01,4.120559480609242153e-01,8.163427561485486105e+06,3.641604815792164745e-02,2.204243000812566508e-02,3.419626897201703173e+02,1.938529596127770011e-02,1.582484622102995064e-01,3.312951732593868298e-02
7.027486282436284926e-01,2.323808818720810715e-02,3.575739131551306654e-02,5.692221553716060589e-02,1.067406452132806799e-01,1.465186839732255698e-02,1.685905598921066603e-02,3.876346902889756252e-01,8.267888349482458210e+00,6.814841260650779386e-02,7.200556843965041920e-02,4.110207055533316452e+06,3.087208477975092805e-02,3.716995987255371225e-02,4.343084102404937994e+02,2.561703174637235819e-02,3.828853295340883256e-01,1.573339807587241512e-01
9.037061915334303197e-02,4.331473107602926316e-03,1.054303451660883531e-02,2.347568095896123558e-02,5.417829075270168965e-02,4.088211212841363906e-03,1.312982240402085776e-02,2.317363576117768553e-01,1.256618474773643634e-01,4.754713276720717863e-02,1.921750538052075796e-01,2.964276605823275167e+06,2.768030727645997592e-03,3.882854278104004922e-03,9.481304130805393027e-02,6.547138104261636740e-03,3.375625021157693806e-02,1.896416890669618827e-01
5.592853409123764441e-02,2.420218455495197138e-02,2.992594822801090265e-02,5.510082260441877267e-02,5.846900790454326313e-02,2.892870163007846968e-02,3.357656858541994277e-02,1.540177837693362903e+02,6.895967868225461039e-02,1.272251631512833492e-01,2.273647050178945889e-02,5.262707180697085336e+06,1.060950785054189660e-01,9.095121821562521247e-02,8.707066627219900283e+02,1.081832778238328054e-02,7.352525988118686906e-02,1.787067897644689651e-02
3.403943401948624214e-01,1.006784340560628981e-02,3.447673146662511706e-02,4.927039831966398969e-02,2.369211376661697552e-02,2.739125343278759825e-02,3.781130226381525933e-02,6.094527740017282591e-01,9.495541225158824261e+00,8.620130100408278373e-02,3.673355548538377313e-01,8.463034379564452684e+05,1.438966323545456082e-02,2.646213399641299344e-03,1.259751437117130877e+02,2.593144128308211283e-02,2.253597460235407801e-01,1.109843604068541656e-01
2.593649010422231505e-01,1.533949887429695430e-02,1.827023592249654585e-03,6.219043486025881140e-02,1.035986370010805041e-01,8.853169927546717527e-03,2.363035853699251010e-02,9.890865867697146152e-02,1.284690508704918077e+00,7.097550241689063941e-03,3.760993773491708159e-01,1.800380516988254618e+06,3.372965735804715065e-02,3.528728391810566356e-02,8.273109163422202039e-01,6.574928812573188272e-03,8.191494688356831810e-02,2.208220438006148340e-02
2.188573084574474414e-01,3.301084169106706639e-03,1.725369949415595655e-02,7.112685388815267844e-03,2.608705343512444583e-02,2.480485041530517461e-03,1.561851965564425241e-03,4.894098264486754224e-02,1.235436054284700091e+01,1.497306043569049047e-02,3.966983587381993082e-01,2.927712592437399551e+06,1.719245672211951528e-02,3.659440093916475206e-03,1.541303807338418608e+02,5.553292826989404511e-03,1.908631161485687400e-01,2.627605315207837133e-01
3.156123531005450844e-01,7.587805830001992900e-03,1.204411764869440932e-01,5.577067701440692471e-02,8.491134930126401081e-02,5.988931885197257970e-02,5.314631209666671741e-02,1.447754155685723187e-01,5.056200605699753936e+00,1.443657442710664929e-01,1.475203686255135427e-01,1.467301673658236861e+07,4.062389327673725237e-02,4.465286944134774783e-02,1.233316576017845723e+00,4.989076855892866924e-02,5.289808160241563084e-02,7.491318950831706014e-02
1.751305642981394461e-01,1.478849428693399318e-03,8.266810352028473516e-03,2.626157075788539824e-02,4.471151480676387180e-02,1.815396399303984346e-02,1.528161167447866222e-03,3.338079703506194873e-01,5.175744975256897362e-01,3.904604118054596368e-02,2.469866655413305856e-01,1.901116662482795538e+06,1.228399540716027319e-02,1.615232360072235349e-02,7.428323864307399826e-02,1.701372976555586350e-02,2.853868232168958394e-02,2.785705270440564374e-01
9.351559891299253413e-02,9.640180959303124714e-03,1.938626811578499434e-03,3.900892072020811785e-02,5.894692926344959061e-03,1.736946028637663050e-02,1.331020017746195779e-02,1.154745062052010829e-01,3.954749899703824401e+00,3.656396089556975676e-02,9.029749517335530218e-01,7.698165299845015397e+04,8.451515050528863801e-03,1.239094728917224976e-02,1.703213853592347675e+02,1.396702314617232106e-02,1.764435498356261012e-01,9.172134115500150953e-02
7.190679654076180538e-02,5.322891410284226466e-03,1.341648989158391626e-02,3.411415817942851231e-02,2.259662470699360104e-01,3.488934689341290085e-02,3.025959537069955463e-02,2.021037018280740227e+00,2.058239283124226049e-01,1.024644418936081630e-01,3.392934415242370161e-01,1.348145531361332908e+07,1.594440370663916667e-02,2.396242563729652358e-02,1.949738742182589510e-02,3.897466917027625488e-02,5.542025601821714414e-02,4.051429798589820108e-02
1.283467762755998165e-01,2.266164380500706663e-02,1.916619721714685476e-01,1.222205767611256738e-01,3.084068524518188692e-01,2.823254047557986757e-02,5.224938795827056143e-02,3.709583788876278376e-01,1.286213669218587707e+00,1.458100810637450451e-01,3.798889230697131969e-02,6.605943293213977478e+06,1.196664786103202732e-01,8.358765144031934935e-02,9.047559945692851269e-02,8.141628034836384574e-04,1.060153523004152554e-01,2.730723143084746174e-01
1.463751370437065491e+00,4.396227604675242984e-03,3.336317238900450566e-02,7.820540993570511412e-02,1.681034840954470366e-01,1.314117034196246245e-02,6.180712821218317665e-02,1.052248922757891947e+00,9.534771232120335671e-02,3.308540380309598489e-02,3.531717404646395941e+00,7.239560219581045210e+06,3.915332835245842425e-04,1.431985182585106438e-02,4.295716123555999855e-01,1.585982460218797463e-02,2.216163815028229789e-01,5.808805456831583197e-02
1.790306074138102721e-01,2.097456357676291509e-03,6.077340621771765844e-02,3.283547366829816377e-02,1.262669642354252719e-01,2.772067149422912519e-02,1.287024004500210081e-02,5.282981537352345880e-01,7.235853837469677918e-01,7.157090032886455344e-02,5.483208273486782636e-01,1.145103518737207167e+07,3.186473898859144838e-02,2.231339134585945752e-02,8.497829030595016775e+02,3.596069438296986553e-02,5.938997239784368776e-02,2.618476706997112033e-02
