6.236225084072552494e-02,7.342163941854254472e-02,6.568106737362322534e-01,1.251313646219493203e-01,1.119653450368920250e-02,4.617761381744041604e-01,2.836745724330647783e-02,7.119642006418710947e+07,1.369290319686074751e-02,1.971510511393245180e-01
1.402692132175188504e-02,1.687735433117734385e-01,3.068976173129750684e+00,4.793048562739979368e-01,8.494975973059798457e-02,1.293531709134168262e+00,9.063126215830401289e-02,1.573941921447991952e+07,4.856356264984255239e-02,1.628080555413211616e-01
5.866014789248230610e-02,2.617200177905961156e-01,9.962804705223869683e-02,3.342364812308967065e-02,6.627617714544938032e-02,1.026928916912790424e+00,8.867678802592074763e-03,2.408077617372452184e-01,4.999018480458087416e-02,2.167423824391830622e-01
2.678478831957498835e-02,7.114634192535712609e-02,5.894981600907636121e-01,5.039729367131998150e-02,1.678763680630497301e-01,1.162853850472819861e+00,1.847870857910512976e-01,1.001011325958739567e-01,3.184274863216327023e-01,2.922816973382881267e-01
3.942606472466335388e-02,1.187267391387907406e-01,1.556432711325641816e-01,6.461333851599891931e-01,1.699609931049674005e-01,2.065800594016002911e-01,4.771430325334616307e-02,2.659900475276032461e-01,1.112245396531955435e-02,2.203183875534185099e-01
2.309969022157008431e-02,3.378260297843425908e-02,9.657725526657674753e-02,1.069366219961188635e-01,6.405837379476990445e-02,6.591256980774397034e-01,4.508860348140839025e-02,1.332928882632122636e+08,5.945871011362809273e-03,2.111732956991136390e-01
5.021764768568782317e-02,1.023651407190918072e-01,3.491320061069683872e-02,4.190614634676056993e-01,2.452170649763907584e-01,4.303393787487693745e-01,5.309423632223372880e-02,1.255130030328383297e+08,2.160762138010165201e-02,2.012258973488921243e-01
2.946851774238379643e-02,3.126180039744858030e-01,2.319752926442639751e+00,6.625861772100147817e-01,2.034700022479953019e-02,2.417537302722232717e-01,1.810639944190390802e-02,9.202512434282924235e+07,9.112543103982194415e-02,3.115208082702872194e-02
3.849905686308942310e-02,7.181786592899662425e-02,5.906751589450082857e-02,8.289740375025690666e-02,5.505725948382859253e-02,3.584260093950571990e-01,1.840565972470764589e-02,1.491329104467021063e-02,2.895716620646990661e-02,7.644792445956020976e-02
6.989623268424190183e-02,5.951855071104535794e-02,1.457495175136616639e-01,9.503436727723909433e-03,1.739423829462093118e-01,3.891165444465550793e-01,3.957172523147525073e-02,2.277410039174350975e-01,8.400042951064766450e-02,4.823103492934305292e-02
4.559636360202255073e-02,2.168634104220313663e+00,2.639307312716273612e-01,9.405478452734256090e-02,4.496215987863364655e-02,1.594606487147276930e+00,1.668626186059531946e-01,2.488360499255722891e-01,6.871065943018539457e-02,2.102118412422105953e-01
7.920606683110856250e-02,2.239049984762954693e-01,5.959793985109955727e+00,8.801988642287154052e-01,1.791196563698709276e-01,1.721889291952879431e-01,4.065511641575561552e-02,1.988057263366110328e-01,1.188280110991620647e-01,3.836224075154154312e-01
1.474870174118046891e-02,4.182472209122246182e-02,5.463058025598662715e-01,1.950543706068917083e-01,1.795338024261157808e-02,3.053343352540445824e-02,2.153285467375035470e-02,2.238500963677660383e-01,7.941605898984675782e-02,5.624373065099916857e-01
7.362619193970754324e-03,4.978807954915255574e-02,8.498975620513432583e-02,1.525500599711478167e-01,1.146931129727227355e-01,5.767910156435451796e-01,3.919682835891168809e-02,1.268789141538180038e+07,2.130133808090779388e-02,1.418865016510743593e-01
2.750892555460168407e-02,8.385456443373005830e-02,9.614907569340575222e+00,9.669191259465478860e-02,1.553139714315093789e-02,1.338564807876904683e-01,4.387569638015413609e-02,1.589685620289521817e-01,4.056101204677683286e-02,5.962545386695360383e-01
1.472554776668990283e-02,1.370180363505850984e-01,1.830018351210224159e+00,1.138444185324196112e-01,1.378261676174940553e-01,1.127989264202189590e+00,6.849058772547593488e-02,2.241078454543476105e+08,6.531393890564758664e-02,1.402932059791291153e-01
6.445568018315386838e-02,1.778456320957196579e-01,1.427123777065353316e+00,7.006905923673591996e-01,5.235946093236331506e-02,8.228186935464670837e-02,8.915574298668800524e-02,5.576924270132926909e-02,3.788020171315507612e-01,4.464056243217584541e-02
3.273381574597025029e-02,6.205211355392159511e-01,3.610948656580688532e+00,1.276706258711817754e-01,1.369171558244558842e-02,8.637032257412978753e-01,8.712392596960991109e-02,2.917053737743262043e-01,1.459862153148408503e-01,5.738760170801011223e-03
5.818000026002877884e-02,1.056232166645807713e-01,1.888152096525422818e+00,3.926024370584536016e-01,1.194863047065548682e-02,1.328468964665344032e+00,5.280279086704563890e-02,2.640872408637363464e+07,3.211870624693918819e-02,9.118552913507542435e-02
7.124254225088181604e-03,3.605897166735102521e-01,1.154847526803086311e+01,4.870761161118490334e-01,3.507771950654881704e-02,1.268423302569245126e-01,1.457564928995108006e-02,2.660700009349725246e+08,7.781415774718664080e-03,5.180837797253172727e-01
4.463342086955633670e-02,4.694921529524372777e-02,1.276321319933852338e+00,4.824075342886958162e-01,1.636072864899935572e-02,4.117501784223632777e-01,9.576528225135655728e-03,7.934545054601466656e+07,7.736076680340125966e-02,1.707226173278323517e-02
5.515184698764940413e-02,5.897680354041769102e-02,2.459148915257538537e+00,2.403469859707108719e-02,3.472300956492303803e-02,3.728233985026076502e-01,4.278682432280806608e-02,1.257959313662381784e-01,1.257193433881285960e-01,1.748416735320801052e-01
1.143113582831572864e-05,1.547189542328341327e-01,5.357078666020103519e+00,5.235462463967258673e-01,2.013726866156447751e-03,1.689256559934429469e-01,3.046135732664312368e-02,1.810446211989651024e+08,5.341427010597540187e-02,3.216118745647505994e-01
1.181638376668012365e-02,1.088222116252932428e-02,1.170431005664355695e+01,5.279956321991206153e-02,1.040190735198409794e-01,7.080039423618118832e-02,1.086595275026315394e-01,3.088676922746060316e-01,1.960953094802356245e-01,9.941342192139192013e-01
3.622781731478857264e-02,4.233417311928708848e-01,3.100041051606488463e+00,1.215461897814738290e-01,2.318736414958308054e-02,2.042030042035825610e-01,1.134856458246213673e-01,2.986804157596941733e-01,1.847446768644870618e-01,5.925927389593605571e-02
1.582617272311297521e-02,4.240170852967430765e-02,1.121420457304242724e-01,1.438442054689492988e-01,3.050633430958662323e-02,4.648247705252230300e-01,2.416103543646828250e-02,1.492312274401838183e+08,1.802580353455181944e-02,9.260506717392397169e-02
4.228189644330849345e-02,2.083406074417707199e+00,1.679357914690153919e+01,7.669149716934196004e-01,2.208718169158853384e-01,3.957829431664832698e-01,1.611948448855566041e-01,3.206567986136303339e-01,1.518401250923555046e-01,4.516108075708817338e-01
2.958376523711582148e-02,1.221344460655925113e-01,1.931370564212456231e-01,1.147478430751983358e-01,1.858508118775510295e-02,8.483515779180536565e-02,3.308737204695723355e-02,3.766605762601451576e+07,7.112356078280873684e-02,1.003988901684876311e-01
3.881918420538905956e-02,1.705972402605960281e-01,3.698166021465001307e+01,2.408933117464186202e-02,1.211721893462830435e-01,2.443562138434603181e-01,6.363650831244140570e-03,5.232718236936794221e+07,1.890022918253508920e-03,1.348072547524037101e-01
4.351548007820105028e-03,8.796293444370190118e-02,1.915113253423116058e-01,1.987189653065900841e-01,9.654129149149355549e-02,2.105366568019049478e-01,1.133817966855432124e-01,2.267596017414898425e+07,2.520955263588235962e-01,3.418407837107909630e-01
4.136818583695283519e-02,7.680300664808036026e-02,3.653606779467008625e+00,3.508705938202830166e-01,1.866700381047323165e-01,3.947515992818832475e-01,1.114541044264642233e-01,7.197650790921432673e-01,3.451301728381361844e-01,1.026851644509716166e-01
7.575209796192475253e-02,4.811836215474029482e-02,3.371750172979659954e+00,1.194707122014432299e-01,1.412500113162744875e-01,5.988936186857506394e-01,8.375548107413115229e-02,1.188982220349502377e+07,3.276357242360487115e-02,1.504960486235480850e-02
1.255329786544996142e-02,6.162426329382121593e-02,5.101725630603210632e-02,2.455445709949557673e-02,4.798356824546121113e-02,5.800079252428338439e-01,6.894193592170910247e-03,5.567497674292905263e-02,5.710490762951710847e-02,2.769143792522866729e-02
6.388073829521381808e-02,2.415877927520065360e-01,2.915784625601188118e+00,1.232383151786390837e-03,6.227013101261173050e-02,5.549854928094695161e-01,6.119054190034544510e-02,1.270961897751743160e+07,3.169675607718891452e-02,1.954080104844851951e-01
2.357588826681155693e-03,1.360386980236087673e-01,1.622924552105898047e-02,6.383030931361742544e-03,3.880859087822796649e-01,1.858740821043787683e+00,7.002540426259799833e-02,8.179171054276265204e+07,1.027872902431459790e-01,5.591526343308592106e-02
4.047985810605122386e-02,8.178297054736372723e-03,5.995030876469817360e-02,5.417870148474613901e-01,6.520093964814699383e-02,4.232225081166023084e-02,6.573372812455448300e-02,5.478389303320685774e+07,2.912914845281563015e-03,2.411967015137105735e-02
9.783671185309160412e-02,1.668358089444363646e-01,4.933721193152909912e+00,1.493867363097399203e-01,6.641856264350234906e-02,2.207629982933076163e-01,1.000014846916900679e-01,7.486069392581625737e-01,1.624448852787569175e-01,2.052090327160108751e-01
4.848554553323960320e-02,4.816319263279540686e-02,1.866449639468554800e-01,2.071020195891186688e-01,1.932839714319447011e-01,2.021103350171257196e-01,1.641259890911513780e-03,4.073317210380811989e+07,2.300563564225154652e-04,3.695825405553637699e-02
3.124696836018022589e-02,1.190507216577236654e-01,6.442646459434279993e-02,2.222029973729008900e-02,6.606610216375709277e-02,1.172927834718274082e-01,3.861018518807925876e-02,5.706384697231152436e-02,2.644865818269407157e-02,2.288283186138929670e-01
2.203106017866841848e-02,6.346236896424334306e-01,7.259871788942118265e-01,2.033486632540533190e-01,3.342838327277612015e-02,2.999466065451389940e-01,1.017409636432238390e-01,1.564756834607864618e+08,2.009989945889382734e-01,9.947755983220445131e-02
2.655746203645166330e-03,2.248233616421256575e-01,1.966667283728807947e-01,2.481852650613135813e-01,5.547736136940076973e-02,5.081165001555874167e-02,2.894677854261198599e-02,6.640402996649406105e+07,5.426124385980639342e-02,6.170279999067515564e-02
3.297096298336483350e-02,4.782467956296208855e-02,8.662554679391220036e-01,5.356037469485207952e-02,9.003904618194957798e-02,6.860314600573588217e-01,2.879156482104509862e-02,8.197689725683347881e+07,4.863526841135003276e-02,3.308514314370196441e-02
4.098287923627409735e-02,3.519970415114132695e-02,9.248910966679996237e-01,6.193802959567914351e-02,4.610053747843978478e-02,1.337319637655338261e-02,1.567222883819554061e-02,5.950271474236812352e-01,1.643976719870736403e-02,3.846670438788600543e-02
4.708457336711404512e-02,1.082897194861018320e-01,2.268327982990565317e-01,1.190087975383134627e-01,2.488554162147551055e-02,1.263598250772151044e-01,2.904291484291170525e-02,1.287652518469527552e-01,6.791378134655806642e-02,5.398430109551340950e-01
5.685565542507692305e-02,1.153521160159799719e-01,8.566016226417072499e-02,2.084245894639735475e-01,2.660375770538565485e-02,2.971320824567968422e-01,3.941007682986964744e-02,5.565058382622712106e+07,1.090041091636906323e-01,1.406997821260862758e-01
1.515016242933109845e-02,3.991980117559466856e-02,3.920311425240168707e-03,6.153152599328060024e-02,9.470415395563649974e-02,1.067464429624094824e-01,3.174919611204098796e-02,6.713099891338609159e+07,1.751282981287725568e-02,1.336334317425361302e-02
7.369890505390858104e-02,1.892583646436540590e-01,1.186457520572546276e+00,4.690060094881298020e-02,2.127766188968005789e-01,5.555812599733411794e-01,1.395194002429258340e-01,2.336405035058797896e+08,3.518715966680352469e-02,7.286006732411582920e-01
5.722996832886241038e-03,1.054468504663110151e+00,1.686405763154138204e-01,1.208284162301140885e+00,6.064400605390131427e-02,1.986255426800629664e-01,3.876401667857224537e-02,8.986475038332854211e+07,6.137281027367681718e-02,4.219459496834251921e-02
6.636420873214496884e-03,1.456883508843253294e-01,3.368891371493512032e+00,4.071194071828859173e-01,3.283171265234534342e-02,5.131438759720226006e-01,1.151605557710092820e-01,1.002913452111807838e+07,1.222857493354730513e-01,6.215700373192800665e-02
5.850362537796528241e-03,1.657985684557559611e-02,9.281881419097569308e-02,4.146540907737663456e-02,6.793377997150443215e-02,1.353071006374669816e+00,1.140400693349177125e-02,3.448189644344220040e-01,5.427570849530421321e-02,1.172282061593550861e-01
